Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Year,Month,Year_Month,Day_Range,Intraday_Return,MA_20,MA_50,MA_200,Rolling_Volatility,Running_Peak,Drawdown
2010-06-17,155.136017,159.390381,153.355118,158.737381,147.729538,23857959,2.8000251298852827,2010,06,2010-06,6.035262999999986,2.3214235286187535,NA,NA,NA,NA,158.737381,0
2010-06-18,159.291443,160.676575,156.916916,158.658234,147.655869,20921856,-0.04986034133951478,2010,06,2010-06,3.7596590000000276,-0.39751601722886876,NA,NA,NA,NA,158.737381,-0.04986034133951478
2010-06-21,160.082947,162.922501,159.311234,159.746552,148.668716,19993034,0.6859511621691284,2010,06,2010-06,3.611266999999998,-0.2101379355541111,NA,NA,NA,NA,159.746552,0
2010-06-22,160.181885,160.181885,156.639877,157.837036,146.891632,15775037,-1.1953409798791754,2010,06,2010-06,3.5420079999999814,-1.463866528977345,NA,NA,NA,NA,159.746552,-1.1953409798791754
2010-06-23,156.343063,159.667404,155.937408,156.531052,145.676224,17385856,-0.8274255732982868,2010,06,2010-06,3.729996,0.12024134387081027,NA,NA,NA,NA,159.746552,-2.012875996221828
2010-06-24,156.778397,157.866714,154.690781,155.373459,144.598907,15245467,-0.7395293043836386,2010,06,2010-06,3.1759330000000148,-0.8961298411540817,NA,NA,NA,NA,159.746552,-2.7375194927525017
2010-06-25,155.373459,156.125397,151.52475,152.148056,141.597168,17019276,-2.075903452725475,2010,06,2010-06,4.600646999999981,-2.075903452725475,NA,NA,NA,NA,159.746552,-4.756594683808895
2010-06-28,152.365723,157.085098,152.365723,156.174866,145.344742,12556784,2.64663913944455,2010,06,2010-06,4.719374999999985,2.4999999507763344,152.15350115,NA,NA,2.142544028373424,159.746552,-2.2358454409707695
2010-06-29,156.125397,156.125397,151.673157,152.553711,141.974686,14291135,-2.3186541424661864,2010,06,2010-06,4.452239999999989,-2.2877033901153183,152.60861970000002,NA,NA,2.1766290463760716,159.746552,-4.502658060500746
2010-06-30,150.436417,154.710571,150.14949,154.047684,143.365036,17480177,0.9793095102091689,2010,06,2010-06,4.5610810000000015,2.4005271276834503,152.92868655,NA,NA,2.0966205603865755,159.746552,-3.5674435088902605
2010-07-01,153.909164,154.364288,150.614502,150.931107,140.464615,12274979,-2.0231248656747134,2010,07,2010-07,3.7497860000000003,-1.9349445624953214,152.88416370000002,NA,NA,2.0609613800187776,159.746552,-5.5183945378677155
2010-07-02,152.365723,153.523315,150.980576,151.653366,141.136765,12038767,0.47853554800999915,2010,07,2010-07,2.542738999999983,-0.4675310076138301,152.83271565,NA,NA,2.059754755121796,159.746552,-5.066266469400857
2010-07-05,151.36644,154.295029,150.208862,151.020157,140.547470,16098868,-0.41753705618376696,2010,07,2010-07,4.086166999999989,-0.2287713181336627,153.09094550000003,NA,NA,1.778244848029106,159.746552,-5.462649985709861
2010-07-06,151.36644,152.721909,150.584824,151.95018,141.412994,14020533,0.6158270647275099,2010,07,2010-07,2.1370850000000132,0.3856469109004462,153.4085389,NA,NA,1.7785006674744201,159.746552,-4.880463398045686
2010-07-07,151.673157,152.345932,148.091568,148.596161,138.291565,12754144,-2.207314923878336,2010,07,2010-07,4.25436400000001,-2.02870175636946,153.63510905,NA,NA,1.8399393445680094,159.746552,-6.980051124984539
2010-07-08,150.386948,151.594009,149.328308,149.625122,139.249176,11395778,0.6924546321220302,2010,07,2010-07,2.265701000000007,-0.5065772064208558,153.60592205,NA,NA,1.5760717063855945,159.746552,-6.335930180201951
2010-07-09,150.584824,152.860413,150.189072,152.504242,141.928665,15919247,1.92422232410945,2010,07,2010-07,2.671340999999984,1.2746423902584019,153.66330655000002,NA,NA,1.626514571193416,159.746552,-4.533625239059934
2010-07-12,153.75087,156.956482,152.820847,156.352951,145.510468,22252204,2.5236734070649556,2010,07,2010-07,4.135635000000008,1.6924008299920505,153.95913325,NA,NA,1.7084827969576206,159.746552,-2.1243657265291196
2010-07-13,156.521149,159.232071,155.83847,158.678024,147.674316,14691923,1.4870669118359037,2010,07,2010-07,3.3936009999999897,1.3780086676976702,154.3766549,NA,NA,1.7305103396410533,159.746552,-0.668889554498813
2010-07-14,159.687195,161.230637,157.312668,158.302048,147.324387,13678058,-0.2369427035466361,2010,07,2010-07,3.9179689999999994,-0.8674126939232598,154.57106945,NA,NA,1.635354055477941,159.746552,-0.9042473730512787
2010-07-15,158.302048,160.676575,156.521149,160.181885,149.073868,15651496,1.1875001137066656,2010,07,2010-07,4.155426000000006,1.1875001137066656,154.64329465,NA,NA,1.5337509006737648,160.181885,0
2010-07-16,160.280823,165.395966,160.073059,164.713287,153.291031,26426881,2.8289103977019714,2010,07,2010-07,5.3229069999999865,2.765436261829034,154.9460473,NA,NA,1.6536428062819801,164.713287,0
2010-07-19,163.644745,165.010101,162.487167,163.30835,151.983536,9332836,-0.852959117985435,2010,07,2010-07,2.5229339999999922,-0.205564193338448,155.1241372,NA,NA,1.6656213975265055,164.713287,-0.852959117985435
2010-07-20,164.040497,164.832016,160.082947,160.884354,149.727631,8860549,-1.484306221941492,2010,07,2010-07,4.74906900000002,-1.9240023394954637,155.2765031,NA,NA,1.6788640472201628,164.713287,-2.3246048146680516
2010-07-21,161.863846,163.427078,161.547241,162.328857,151.071960,9242644,0.8978517575425622,2010,07,2010-07,1.8798369999999807,0.2872852780231134,155.56639335000003,NA,NA,1.6725271492773328,164.713287,-1.4476245623099058
2010-07-22,162.061722,166.217148,161.270218,165.62352,154.138138,13248283,2.029622496510287,2010,07,2010-07,4.946930000000009,2.197803377653861,156.07889640000002,NA,NA,1.7053645258209589,165.62352,0
2010-07-23,166.63269,167.592407,164.515411,165.900543,154.395981,13194906,0.16726066442736248,2010,07,2010-07,3.0769960000000083,-0.4393777715525073,156.76652075,NA,NA,1.609622770516806,165.900543,0
2010-07-26,166.415039,166.454605,161.883636,162.497055,151.228500,8951373,-2.0515231225011785,2010,07,2010-07,4.570968999999991,-2.3543449098972467,157.0826302,NA,NA,1.614361096994154,165.900543,-2.0515231225011785
2010-07-27,162.457474,167.790283,162.457474,167.117493,155.528519,14545160,2.84339799265901,2010,07,2010-07,5.3328089999999975,2.868454670174181,157.8108193,NA,NA,1.6012358550046975,167.117493,0
2010-07-28,166.612915,169.877884,166.612915,169.145737,157.416107,14313133,1.2136634912300899,2010,07,2010-07,3.264969000000008,1.5201834743723261,158.56572195,NA,NA,1.6060164140961146,169.145737,0
2010-07-29,169.402985,172.005066,167.28569,171.500488,159.607574,18101253,1.3921432734660013,2010,07,2010-07,4.719376000000011,1.2381735776379554,159.594191,NA,NA,1.5041013144132585,171.500488,0
2010-07-30,168.987442,170.333008,166.86026,167.473679,155.860001,10827028,-2.3479869048535806,2010,07,2010-07,3.4727479999999957,-0.8957843151445438,160.38520665000001,NA,NA,1.6471997816271784,171.500488,-2.3479869048535806
2010-08-02,168.977539,170.74855,166.850357,167.671555,156.044174,11074418,0.11815349204814922,2010,08,2010-08,3.898192999999992,-0.7728743167457275,161.21777655,NA,NA,1.6356340571914207,171.500488,-2.232607641326349
2010-08-03,169.165527,169.383194,166.039063,166.573334,155.022079,14728713,-0.654983488403876,2010,08,2010-08,3.3441310000000044,-1.5323411607377955,161.94893425,NA,NA,1.6569571101920275,171.500488,-2.872967918318694
2010-08-04,166.810791,167.800171,165.227768,167.097702,155.510132,7603626,0.31479708510847826,2010,08,2010-08,2.5724030000000084,0.17199786553377322,162.8740113,NA,NA,1.533572026323537,171.500488,-2.567214852473185
2010-08-05,167.404419,171.510376,166.791,170.372589,158.557892,14736203,1.9598635772980328,2010,08,2010-08,4.719376000000011,1.7730535536221508,163.91138465,NA,NA,1.5635047791671688,171.500488,-0.6576651840197593
2010-08-06,170.174713,178.445984,169.828415,176.843185,164.579773,34896871,3.7979090638811623,2010,08,2010-08,8.617569000000003,3.9186033473727724,165.1283318,NA,NA,1.693764762458749,176.843185,0
2010-08-09,177.832565,182.393646,177.100418,181.928635,169.312576,21464474,2.8756833349275,2010,08,2010-08,5.293227999999999,2.3033295392213606,166.40711600000003,157.80894048,NA,1.7147912777087881,181.928635,0
2010-08-10,183.036743,191.34761,175.556976,189.428192,179.215973,81052897,4.12225211275838,2010,08,2010-08,15.790634000000011,3.4918939745338426,167.9446244,158.72847751999998,NA,1.866934461219613,189.428192,0
2010-08-11,190.407684,202.725571,190.269165,199.203339,188.464127,82490235,5.160344348321713,2010,08,2010-08,12.456406000000015,4.61938027669094,169.98968895000002,159.75961736,NA,2.0718650121947757,199.203339,0
2010-08-12,199.262711,204.447098,196.007629,202.765137,191.833908,34680035,1.7880212339211894,2010,08,2010-08,8.439469000000003,1.7576926372340755,172.11885155000002,160.77848882,NA,2.076388804332044,202.765137,0
2010-08-13,203.220261,204.803284,199.361649,200.529129,189.718430,19571364,-1.1027576205075127,2010,08,2010-08,5.441634999999991,-1.324243944357488,173.90964365000002,161.73542486,NA,2.1006177143277776,202.765137,-1.1027576205075127
2010-08-16,201.211807,202.359497,196.43306,198.144699,187.462555,13504956,-1.1890691451614537,2010,08,2010-08,5.926436999999993,-1.524318103261202,175.6514611,162.78120764,NA,2.1175766346753653,202.765137,-2.2787142150575947
2010-08-17,198.837265,201.597656,197.481812,199.193451,188.454788,20910035,0.5292859235159288,2010,08,2010-08,4.11584400000001,0.1791344293535762,177.56691595,163.85311042,NA,2.0400682119808105,202.765137,-1.7614892051191224
2010-08-18,200.647858,209.4534,200.449966,207.435059,196.252075,33446080,4.137489439851104,2010,08,2010-08,9.003433999999999,3.382643137909791,179.82222605,165.12051644,NA,2.149424468149142,207.435059,0
2010-08-19,205.792664,207.771439,204.199753,205.881714,194.782471,15331571,-0.7488343616977531,2010,08,2010-08,3.5716859999999997,0.043271707683411924,181.83513575,166.23397347999997,NA,2.18621034160733,207.435059,-0.7488343616977531
2010-08-20,203.556656,205.396912,200.420288,200.914978,190.083481,20173575,-2.4124221153511467,2010,08,2010-08,4.976623999999987,-1.297760560578286,183.58585750000003,167.225142,NA,2.317315074673483,207.435059,-3.1431914312999543
2010-08-23,201.805435,203.061951,199.064835,200.914978,190.083481,12888823,0,2010,08,2010-08,3.9971160000000054,-0.44124530144591884,185.50675365,168.23471322,NA,2.219044713170419,207.435059,-3.1431914312999543
2010-08-24,201.023819,201.835114,199.282501,200.202621,189.409531,9869360,-0.3545564432732324,2010,08,2010-08,2.552613000000008,-0.40850780971383777,187.16101005000002,169.23221382,NA,2.201184458286989,207.435059,-3.4866034868291007
2010-08-25,199.361649,200.539017,194.533432,196.353912,185.768295,15772252,-1.922406899957611,2010,08,2010-08,6.005584999999996,-1.5086838492191603,188.52141880000002,170.07101692,NA,2.289825848033485,207.435059,-5.3419836807817465
2010-08-26,195.898788,201.429474,195.334839,197.363083,186.723099,30891404,0.5139551281259834,2010,08,2010-08,6.094635000000011,0.7474752727923936,189.81454855,170.84353095999998,NA,2.285747694707417,207.435059,-4.855483951726794
2010-08-27,197.283936,200.232315,195.324951,196.057098,185.487518,12903049,-0.6617169635518881,2010,08,2010-08,4.907364000000001,-0.6218641136600269,191.24371950000003,171.59150824,NA,2.1955874286892616,207.435059,-5.485071354307566
2010-08-30,198.669067,199.836548,193.959595,195.86911,185.309662,13117949,-0.09588431223234267,2010,08,2010-08,5.876952999999986,-1.4093573007014757,192.65359725000002,172.3139594,NA,2.1996732174061884,207.435059,-5.575696343596378
2010-08-31,194.909409,200.825943,194.187149,199.925598,189.147430,32532480,2.0710197743789216,2010,08,2010-08,6.63879399999999,2.573600230864174,194.32121045000002,173.15573064,NA,2.1890169942037145,207.435059,-3.6201503430526603
2010-09-01,200.845734,201.736176,198.500885,200.004745,189.222321,14422741,0.03958822721640981,2010,09,2010-09,3.2352909999999895,-0.41872385499608333,195.96656260000003,174.0252045,NA,2.194007624892435,207.435059,-3.5819952691796337
2010-09-02,202.03299,204.199753,200.647858,201.231583,190.383026,13703574,0.6134044469794886,2010,09,2010-09,3.5518949999999734,-0.3966713555048667,197.5095123,174.94236698,NA,2.1812148557361106,207.435059,-2.9905629404718876
2010-09-03,201.854904,202.873978,199.905807,200.598373,189.783951,5986873,-0.31466730547957333,2010,09,2010-09,2.968170999999984,-0.622492183791579,198.69727170000002,175.91137332,NA,2.0810324175952606,207.435059,-3.295819922128007
2010-09-06,201.755966,205.792664,201.755966,204.803284,193.762161,10815687,2.0961840004554677,2010,09,2010-09,4.036698000000001,1.510397962655533,199.84100415,176.88394168,NA,2.04417557491724,207.435059,-1.2687223715640108
2010-09-07,204.407516,209.849152,204.407516,205.624466,194.539063,11105372,0.40096134395970995,2010,09,2010-09,5.441636000000017,0.595354820514538,200.65081785,177.94535678,NA,1.8699221225784601,207.435059,-0.8728481138764412
2010-09-08,204.803284,206.524811,203.052063,204.387741,193.369034,7991987,-0.6014483704482942,2010,09,2010-09,3.4727479999999957,-0.20289860195795753,200.91003795,178.95215792,NA,1.5119416729203181,207.435059,-1.4690467535673368
2010-09-09,204.605408,206.465454,199.589203,200.81604,189.989883,11910673,-1.7475123422397523,2010,09,2010-09,6.876250999999996,-1.8520370683457323,200.8125831,179.94985658000002,NA,1.5157109789098329,207.435059,-3.190887322475228
2010-09-13,202.072571,204.704346,201.300842,203.220261,192.264481,12417880,1.1972255801877214,2010,09,2010-09,3.403503999999998,0.5679593199217439,200.9471397,180.98119448,NA,1.5178820447252996,207.435059,-2.0318638615471465
2010-09-14,204.803284,211.333237,202.824509,208.8004,197.543793,28712790,2.74585760914853,2010,09,2010-09,8.50872799999999,1.9516855012930385,201.47992475,182.13679934,NA,1.5979735566732483,208.8004,0
2010-09-15,210.739609,213.509888,201.657028,202.745346,191.815170,32875429,-2.8999245212173848,2010,09,2010-09,11.852859999999993,-3.793431637239106,201.6575195,183.15270266,NA,1.746265424932154,208.8004,-2.8999245212173848
2010-09-16,202.923447,205.99054,201.835114,203.576447,192.601456,18527507,0.40992358956539976,2010,09,2010-09,4.155426000000006,0.32179622890005,201.46458890000002,184.25230838,NA,1.4700590873388424,208.8004,-2.5018884063440465
2010-09-17,205.594788,207.355896,203.714951,204.902222,193.855759,14344420,0.6512418403686911,2010,09,2010-09,3.640944999999988,-0.3368597067742784,201.41561430000002,185.35785038000003,NA,1.470047284168837,208.8004,-1.8669399100768016
2010-09-20,205.782776,209.96788,205.199036,209.245636,197.965027,13433877,2.119749584755599,2010,09,2010-09,4.768844000000001,1.682774461162861,201.8321472,186.49267826,NA,1.4295596039655132,209.245636,0
2010-09-21,209.354462,214.697159,208.048477,213.826492,202.298935,24206907,2.1892241518480278,2010,09,2010-09,6.648682000000008,2.1361044600042915,202.4777229,187.64214908000002,NA,1.4947172368026957,213.826492,0
2010-09-22,217.447662,219.446213,209.601807,211.907089,200.483002,15792487,-0.897645086933376,2010,09,2010-09,9.844405999999992,-2.5480030224468426,203.06294630000002,188.70673038,NA,1.5124922954084024,213.826492,-0.897645086933376
2010-09-23,212.520508,213.707764,210.244919,212.579865,201.119537,11276250,0.31748631118234977,2010,09,2010-09,3.4628449999999873,0.02793001040633954,203.87424395,189.79228672000002,NA,1.4197143003513768,213.826492,-0.5830086760250407
2010-09-24,211.135361,213.183395,210.175659,212.302841,200.857407,8037616,-0.13031525822072162,2010,09,2010-09,3.007735999999994,0.5529533255208785,204.62123185000002,190.83470584,NA,1.4244694620775153,213.826492,-0.7125641849841511
2010-09-27,215.785477,216.675934,211.788361,214.439911,202.879288,11043551,1.0066139435223074,2010,09,2010-09,4.887573000000003,-0.6235665248222386,205.54037250000002,191.82923832,NA,1.4093238441317575,214.439911,0
2010-09-28,213.5,214.697159,211.036423,213.806702,202.280182,8215034,-0.29528505073852307,2010,09,2010-09,3.660735999999986,0.14365433255269386,206.43725210000002,192.83920536000002,NA,1.4141496190977743,214.439911,-0.29528505073852307
2010-09-29,213.875961,219.61441,213.816605,218.941635,207.138321,20404829,2.4016707390210756,2010,09,2010-09,5.7978049999999826,2.3685102226145003,207.38805395,194.00035098,NA,1.4358813017614223,218.941635,0
2010-09-30,219.634201,220.633484,214.944504,217.289352,205.575119,15719417,-0.7546682475445946,2010,09,2010-09,5.688980000000015,-1.0676156032729995,208.2522843,195.09956087999998,NA,1.4590661354891867,218.941635,-0.7546682475445946
2010-10-01,218.654709,228.548584,217.863205,220.465286,208.579819,34713076,1.461615109423302,2010,10,2010-10,10.685379000000012,0.8280530560171905,209.21396945,196.1963962,NA,1.477035121517718,220.465286,0
2010-10-04,222.790344,226.965561,217.665314,225.392441,213.241348,17769624,2.2348892605251236,2010,10,2010-10,9.300247000000013,1.1679577100522751,210.45367285000003,197.38623416,NA,1.5154691189545588,225.392441,0
2010-10-05,226.559921,226.599487,223.245468,224.462418,212.361450,10861094,-0.4126238643468869,2010,10,2010-10,3.3540190000000223,-0.9258049661837537,211.43662955,198.62554142000002,NA,1.4882840553254277,225.392441,-0.4126238643468869
2010-10-06,226.362045,227.737289,224.591034,225.323181,213.175827,14441525,0.3834775583679186,2010,10,2010-10,3.1462549999999965,-0.4589391300118311,212.42156530000003,199.78965518,NA,1.488331784043551,225.392441,-0.030728625899209137
2010-10-07,225.580429,227.163437,221.157867,223.344406,211.303711,9498570,-0.8781941526025292,2010,10,2010-10,6.005569999999977,-0.9912309369710514,213.36939855,200.87362856,NA,1.5000478775645754,225.392441,-0.9086529215059163
2010-10-08,224.472305,225.511169,216.280182,218.249054,206.483063,13647423,-2.2813877863589704,2010,10,2010-10,9.230986999999999,-2.7723914538143157,214.24104925,201.80859988,NA,1.545373149633683,225.392441,-3.169310811093257
2010-10-11,221.227112,229.290634,218.852585,227.875809,215.590851,13036338,4.410903425954828,2010,10,2010-10,10.438049000000007,3.0053716924171567,215.47382665,203.01664248,NA,1.7789402591626189,227.875809,0
2010-10-12,227.727402,230.507568,226.658859,228.865189,216.526871,14779922,0.434175090520461,2010,10,2010-10,3.8487089999999853,0.4996267423276425,216.4770661,204.24051516,NA,1.7049970801764678,228.865189,0
2010-10-13,228.865189,233.990219,227.331635,232.77327,220.224274,13505826,1.707590838552564,2010,10,2010-10,6.6585839999999905,1.707590838552564,217.9784623,205.56451388000002,NA,1.527198780417317,232.77327,0
2010-10-14,233.099777,236.463684,231.823456,234.138626,221.516037,13352852,0.586560475779711,2010,10,2010-10,4.640228000000008,0.4456670930234305,219.50657125000004,206.90533236,NA,1.5259193049736381,234.138626,0
2010-10-15,234.287033,235.434723,227.697708,228.756363,216.423935,9338355,-2.2987505701002937,2010,10,2010-10,7.737014999999985,-2.3606385420400176,220.6992783,208.07300784,NA,1.668128761278763,234.138626,-2.2987505701002937
2010-10-18,226.569809,233.050308,224.046875,231.308975,218.838913,15690758,1.115864916946599,2010,10,2010-10,9.003433000000001,2.091702341506591,221.80244525000003,209.16232363999998,NA,1.6336388992095487,234.138626,-1.208536604293554
2010-10-19,233.495529,235.078552,231.516754,232.337936,219.812408,10234859,0.4448426612067299,2010,10,2010-10,3.5617980000000102,-0.49576666626451393,222.72801745,210.17050966,NA,1.5854055906449402,234.138626,-0.7690700294790209
2010-10-20,231.496964,232.901901,228.152832,229.072968,216.723450,7828280,-1.4052668523318594,2010,10,2010-10,4.74906900000002,-1.0470962375126391,223.58631140000003,210.96340518,NA,1.6115895047543844,234.138626,-2.163529395615393
2010-10-21,230.527359,233.188812,229.735855,230.942902,218.492584,10193262,0.8163049600859063,2010,10,2010-10,3.4529570000000263,0.18025756326823392,224.50446325000001,211.59819643999998,NA,1.6140631973901718,234.138626,-1.3648854332988118
2010-10-22,232.189529,232.516037,226.599487,227.331635,215.076004,10673084,-1.5637055604332877,2010,10,2010-10,5.916550000000001,-2.092210626776364,225.25590295,212.08952639999998,NA,1.670951938250624,234.138626,-2.907248204318062
2010-10-25,228.607956,235.454514,228.607956,234.613541,221.965332,9469365,3.2032083876051796,2010,10,2010-10,6.8465579999999875,2.6270236194229373,226.26458445000003,212.77121464,NA,1.7843287579638865,234.613541,0
2010-10-26,234.643219,237.453079,233.208603,236.414215,223.668930,14224144,0.7675064245332774,2010,10,2010-10,4.244475999999992,0.7547612104656752,227.39496010000002,213.53660496,NA,1.7762847257475103,236.414215,0
2010-10-27,235.474304,237.848831,234.188095,236.671463,223.912308,8511909,0.10881240791717017,2010,10,2010-10,3.660735999999986,0.5084032438630753,228.2814515,214.2861652,NA,1.7215068845516461,236.671463,0
2010-10-28,237.453079,239.431854,234.534378,235.988785,223.266449,16175042,-0.2884496471803115,2010,10,2010-10,4.897475999999983,-0.6166666720712412,229.21642315,214.85723972,NA,1.7080950563694892,236.671463,-0.2884496471803115
2010-10-29,235.988785,236.800079,225.798096,229.340103,216.976181,10778624,-2.8173720204542807,2010,10,2010-10,11.001983000000024,-2.8173720204542807,229.66016400000004,215.3264075,NA,1.8350014410297308,236.671463,-3.097694967981835
2010-11-01,233.416382,234.455231,230.190964,231.635483,219.147827,7876703,1.0008628974933331,2010,11,2010-11,4.26426699999999,-0.762970869799535,229.9723161,215.9408176,NA,1.7834762188679676,236.671463,-2.12783575010055
2010-11-02,232.545715,232.70401,226.579712,228.400177,216.086929,11642340,-1.3967229709793556,2010,11,2010-11,6.12429800000001,-1.78267658038764,230.16920405000002,216.49052157999998,NA,1.8131932597959373,236.671463,-3.4948387503735403
2010-11-03,229.923843,235.850266,229.874374,234.59375,221.946609,8046298,2.711719877520054,2010,11,2010-11,5.975892000000016,2.0310668693894414,230.63273250000003,217.17834416000002,NA,1.9046164121199232,236.671463,-0.8778891099346391
2010-11-04,236.443909,245.368179,233.099777,244.190811,231.026306,18715401,4.090927827361128,2010,11,2010-11,12.268402000000009,3.2764227392298806,231.67505275000002,218.13508214,NA,2.070822812229247,244.190811,0
2010-11-08,247.346954,253.263489,245.872772,251.156097,237.616058,14387391,2.852394802030447,2010,11,2010-11,7.390716999999995,1.5399999629669898,233.3204049,219.21094241999998,NA,2.029941762572561,251.156097,0
2010-11-09,253.471268,256.053558,249.652237,251.284714,237.737747,19715842,0.051209985159157714,2010,11,2010-11,6.401320999999996,-0.8626437297027294,234.49085015,220.31549474,NA,1.838223747723728,251.284714,0
2010-11-10,266.343201,266.738953,256.686768,257.735535,243.840790,28740933,2.5671362564457536,2010,11,2010-11,10.052185000000009,-3.231794905100654,235.93436745,221.55282324,NA,1.894834342093818,257.735535,0
2010-11-11,261.000519,261.831604,250.255753,252.481873,238.870361,19481339,-2.0383925716723614,2010,11,2010-11,11.575851000000029,-3.2638425519759178,236.91979759999998,222.60394874000002,NA,1.9647644250862484,257.735535,-2.0383925716723614
2010-11-12,250.315125,255.440155,245.684784,246.604919,233.310272,15998145,-2.327673638574446,2010,11,2010-11,9.755370999999997,-1.4822140691658163,237.54311225,223.53595222,NA,2.0580354836356842,257.735535,-4.31861908370533
2010-11-15,246.753326,248.890396,242.202133,247.782288,234.424149,14427209,0.47743127135270114,2010,11,2010-11,6.688263000000006,0.4170002555507629,238.49440850000002,224.46696631999998,NA,1.9665611849391862,257.735535,-3.861806250348844
2010-11-16,250.315125,250.414063,234.959824,238.5513,225.690826,18540530,-3.725443038931014,2010,11,2010-11,15.454239000000001,-4.699606146452396,238.85652475,225.22602486,NA,2.164233637237287,257.735535,-7.443379897149234
2010-11-18,241.014877,244.774551,232.783173,243.537811,230.408478,25559314,2.090330675204875,2010,11,2010-11,11.991377999999997,1.0467959618940834,239.41651850000002,226.00071540000002,NA,2.205849949941935,257.735535,-5.508640475206502
2010-11-19,245.368179,246.357574,232.901901,235.276428,222.592484,16342448,-3.3922383411748718,2010,11,2010-11,13.45567299999999,-4.112901290268771,239.72669150000002,226.59375464000001,NA,2.326201230816886,257.735535,-8.714012602103942
2010-11-22,238.64035,244.121552,235.682068,242.93428,229.837479,10901483,3.254831801509665,2010,11,2010-11,8.439484000000022,1.7993310854597675,240.3262604,227.36468542,NA,2.4242841752165103,257.735535,-5.742807253955115
2010-11-23,241.014877,243.270676,233.732986,240.12442,227.179138,17503687,-1.1566338023600518,2010,11,2010-11,9.537689999999998,-0.36946142540405347,240.96589965000004,228.15085302,NA,2.4096432249016195,257.735535,-6.8330178064115374
2010-11-24,240.638901,249.464249,238.46225,241.183075,228.180710,20702923,0.4408776916566903,2010,11,2010-11,11.001998999999984,0.22613716973383208,241.29437635,228.91010930000002,NA,2.3117568170875415,257.735535,-6.422265365930245
2010-11-25,243.488342,247.327164,237.462967,238.600769,225.737610,18600774,-1.0706829241645537,2010,11,2010-11,9.864197000000019,-2.0073129414959734,241.40370405000004,229.50611668000002,NA,2.322995048277749,257.735535,-7.424186191477249
2010-11-26,239.827606,240.995087,225.184662,230.814285,218.370911,23512958,-3.263394343879923,2010,11,2010-11,15.81042500000001,-3.7582499989596654,241.11084515000002,230.06749546,NA,2.4396110554060013,257.735535,-10.445300063105389
2010-11-29,230.70546,236.295486,226.569809,234.682785,222.030838,11346172,1.6760227816922089,2010,11,2010-11,9.725677000000019,1.723983905712508,241.04554515,230.68962222000002,NA,2.470842576853855,257.735535,-8.944342890086936
2010-11-30,232.516037,246.209167,230.200867,244.368896,231.194778,18689167,4.127320629845095,2010,11,2010-11,16.00830000000002,5.097652253551868,241.79698480000002,231.4789557,NA,2.5408707087452638,257.735535,-5.186183969548483
